Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2023-03-09,V (Oct 2023),22.6500,23.5000,22.3500,23.5000,23.45,0.80,936,0,3566
2023-03-10,V (Oct 2023),23.5900,25.3500,23.3200,24.4000,24.45,1.00,1446,0,3804
2023-03-13,V (Oct 2023),24.2000,25.2000,23.7500,24.7600,24.80,0.35,680,0,3859
2023-03-14,V (Oct 2023),24.6500,24.8100,23.6900,24.1900,24.20,-0.60,323,0,3820
2023-03-15,V (Oct 2023),24.1000,26.1500,24.0500,25.4500,25.40,1.20,1893,0,4161
2023-03-16,V (Oct 2023),25.3000,25.6000,24.3700,24.5000,24.40,-1.00,685,0,4056
2023-03-17,V (Oct 2023),24.4000,25.7000,24.3500,25.6200,25.675,1.275,627,0,4077
2023-03-20,V (Oct 2023),25.4500,26.4800,25.3400,25.5000,25.525,-0.150,479,0,4042
2023-03-21,V (Oct 2023),25.5200,25.5200,24.4500,24.5500,24.45,-1.075,1304,0,4076
2023-03-22,V (Oct 2023),24.6000,24.6500,23.9000,24.6000,24.5348,0.0848,1129,0,4388
2023-03-23,V (Oct 2023),24.6000,25.1000,23.9200,24.8500,25.00,0.4652,1871,0,4786
2023-03-24,V (Oct 2023),24.8000,25.7700,24.7500,24.8500,24.845,-0.155,2563,0,5309
2023-03-27,V (Oct 2023),24.7500,24.9500,24.2500,24.2700,24.3808,-0.4642,836,0,5313
2023-03-28,V (Oct 2023),24.3000,24.4700,24.1400,24.1700,24.25,-0.1308,1164,0,5439
2023-03-29,V (Oct 2023),24.1300,24.1300,23.8000,23.8700,23.8714,-0.3786,1396,0,5433
2023-03-30,V (Oct 2023),23.9000,24.2700,23.7100,24.0500,24.05,0.1786,1836,0,5572
2023-03-31,V (Oct 2023),24.0700,24.1200,23.8700,24.0200,24.05,0.00,1774,0,5950
2023-04-03,V (Oct 2023),24.1100,24.2500,23.7500,23.8200,23.7909,-0.2591,1520,0,6053
2023-04-04,V (Oct 2023),23.8500,24.5500,23.8000,24.3200,24.35,0.5591,3056,0,5888
2023-04-05,V (Oct 2023),24.4000,24.7100,24.3500,24.5200,24.475,0.125,714,0,6008
2023-04-06,V (Oct 2023),24.5500,24.6800,24.2500,24.3800,24.40,-0.075,1342,0,6163
2023-04-10,V (Oct 2023),24.4000,24.6500,24.0100,24.0300,24.0881,-0.3119,1064,0,6199
2023-04-11,V (Oct 2023),24.0400,24.1500,23.8500,24.0200,24.0967,0.0086,2393,0,6477
2023-04-12,V (Oct 2023),24.0000,24.1000,23.7000,24.0300,24.025,-0.0717,1559,0,6848
2023-04-13,V (Oct 2023),24.1000,24.1000,23.5700,23.6700,23.675,-0.350,2171,0,7116
2023-04-14,V (Oct 2023),23.7000,24.0200,23.7000,23.8300,23.9219,0.2469,1792,0,7333
2023-04-17,V (Oct 2023),23.9000,23.9000,23.5000,23.6500,23.65,-0.2719,3848,0,8055
2023-04-18,V (Oct 2023),23.7000,23.9500,23.6500,23.7500,23.733,0.083,4184,0,8674
2023-04-19,V (Oct 2023),23.8200,24.0700,23.6600,23.8500,23.8058,0.0728,3534,0,9352
2023-04-20,V (Oct 2023),23.8400,24.2000,23.8000,24.0900,24.1314,0.3256,3103,0,9851
2023-04-21,V (Oct 2023),24.1000,24.2500,23.9800,24.1200,24.10,-0.0314,2719,0,10201
2023-04-24,V (Oct 2023),24.1600,24.3500,24.0500,24.0700,24.0972,-0.0028,3085,0,10538
2023-04-25,V (Oct 2023),24.1000,24.9100,24.0500,24.6700,24.8583,0.7611,5473,0,11206
2023-04-26,V (Oct 2023),24.6700,24.8200,24.3000,24.5500,24.5682,-0.2901,3570,0,11480
2023-04-27,V (Oct 2023),24.6000,24.6000,24.2000,24.3200,24.35,-0.2182,3986,0,12087
2023-04-28,V (Oct 2023),24.4000,24.5600,24.2700,24.3400,24.30,-0.05,3371,0,12414
2023-05-01,V (Oct 2023),24.3500,24.3700,23.8700,24.1500,24.043,-0.257,2948,0,12366
2023-05-02,V (Oct 2023),24.2000,24.9600,24.0500,24.4200,24.35,0.307,5641,0,12730
2023-05-03,V (Oct 2023),24.4300,25.0000,24.2400,24.9200,24.7009,0.3509,3669,0,12837
2023-05-04,V (Oct 2023),24.9500,25.3300,24.7000,25.1200,25.1505,0.4496,6065,0,13161
2023-05-05,V (Oct 2023),25.1000,25.1000,24.3400,24.5200,24.4125,-0.7380,3152,0,13687
2023-05-08,V (Oct 2023),24.5400,24.6500,24.2500,24.3200,24.2995,-0.1130,2288,0,13502
2023-05-09,V (Oct 2023),24.3500,24.4800,24.2100,24.3000,24.2727,-0.0268,3011,0,13486
2023-05-10,V (Oct 2023),24.3800,24.5000,23.9500,24.0200,24.00,-0.2727,2644,0,13373
2023-05-11,V (Oct 2023),24.0500,24.3500,23.8000,23.8500,23.846,-0.154,3607,0,13692
2023-05-12,V (Oct 2023),23.8500,24.1500,23.7300,24.0000,23.9904,0.1444,2726,0,13731
2023-05-15,V (Oct 2023),24.0000,24.0500,23.7500,23.8000,23.7547,-0.2357,5249,0,14774
2023-05-16,V (Oct 2023),23.8000,24.2500,23.8000,24.0700,24.1643,0.4096,4590,0,14799
2023-05-17,V (Oct 2023),24.1200,24.1500,23.6800,23.7000,23.7533,-0.4110,6164,0,14519
2023-05-18,V (Oct 2023),23.7100,23.7500,23.4000,23.4300,23.4933,-0.2600,6258,0,14357
2023-05-19,V (Oct 2023),23.4500,23.9000,23.2000,23.8500,23.8494,0.3561,6761,0,15082
2023-05-22,V (Oct 2023),23.9500,23.9700,23.5300,23.6100,23.6523,-0.1971,4794,0,15515
2023-05-23,V (Oct 2023),23.6000,23.9500,23.4500,23.6500,23.6931,0.0408,4484,0,15549
2023-05-24,V (Oct 2023),23.6100,23.9000,23.6000,23.6400,23.7516,0.0585,6279,0,15592
2023-05-25,V (Oct 2023),23.6000,23.8300,23.4500,23.5600,23.5888,-0.1628,3633,0,15879
2023-05-26,V (Oct 2023),23.6000,23.6400,22.9000,22.9100,23.0239,-0.5649,3826,0,15861
2023-05-30,V (Oct 2023),22.8500,23.0500,22.5000,22.8600,22.8873,-0.1366,5788,0,16084
2023-05-31,V (Oct 2023),22.8800,23.0500,22.6100,22.6900,22.6783,-0.2090,3360,0,15961
2023-06-01,V (Oct 2023),22.7000,22.7300,21.8800,21.9400,21.9464,-0.7319,4511,0,15861
2023-06-02,V (Oct 2023),21.9500,22.0000,21.1700,21.5300,21.4044,-0.5420,8102,0,16731
2023-06-05,V (Oct 2023),21.5500,21.6000,21.1900,21.2100,21.2054,-0.1990,4160,0,17467
2023-06-06,V (Oct 2023),21.2500,21.3000,20.4000,20.5700,20.4693,-0.7361,7537,0,18236
2023-06-07,V (Oct 2023),20.5000,20.7100,20.4500,20.6000,20.647,0.1777,4640,0,18899
2023-06-08,V (Oct 2023),20.6500,20.7000,20.1500,20.2000,20.1919,-0.4551,5571,0,19571
2023-06-09,V (Oct 2023),20.2200,20.3100,20.0000,20.1100,20.15,-0.0419,4534,0,19705
2023-06-12,V (Oct 2023),20.0500,20.4000,20.0500,20.0800,20.1491,-0.0009,4819,0,19127
2023-06-13,V (Oct 2023),20.0700,20.2100,19.8500,20.2000,20.0994,-0.0497,6960,0,19435
2023-06-14,V (Oct 2023),20.2100,20.3000,19.7500,19.8600,19.8507,-0.2487,9828,0,20611
2023-06-15,V (Oct 2023),19.9000,20.0500,19.7000,19.9700,20.0028,0.1521,6712,0,21009
2023-06-16,V (Oct 2023),20.0000,20.1000,19.5100,19.7000,19.6482,-0.3546,6354,0,21714
